baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene
gene65075:LOC106596909	234.753700275351	-1.37805533019985	0.39082877468067	-3.52598227017907	0.00042191521362878	0.00122009048127617	LOC106596909
gene65137:LOC106591934	37.783625669436	-4.0785923306553	0.789509802101613	-5.16598061201825	2.39181584825148e-07	1.21005262819385e-06	LOC106591934
gene65217:LOC106594143	13.2246786026022	-2.92561064708264	0.739963822688709	-3.9537211920067	7.69450650808932e-05	0.000257357693453625	LOC106594143
gene65296:LOC106592822	52.4333992399093	1.48836125645792	0.387250504828142	3.84340688495277	0.000121338049598058	0.000391083302873002	LOC106592822
gene65332:LOC106593329	29.4262180177872	-8.58930253704541	1.03340756187687	-8.31163120332266	9.43954021405753e-17	1.48596796406164e-15	LOC106593329
gene65396:LOC106592699	79.4919947293091	-2.13128118478366	0.790129194956732	-2.69738316010507	0.00698868050874028	0.0154512396148256	LOC106592699
gene65404:LOC106596687	9.9946564369341	3.61219960773765	0.746391842891036	4.83954861262462	1.30134357927892e-06	5.90008106408859e-06	LOC106596687
gene65420:LOC106594914	68.7396314048837	-3.9969976262604	0.634521813495263	-6.29922808207797	2.99131558036499e-10	2.23970842242026e-09	LOC106594914
gene65434:LOC106592379	11.3724705590387	-2.0367872663779	0.529798865287975	-3.8444538103546	0.000120821238588513	0.00038963156433704	LOC106592379
gene65461:LOC106594548	119.085518284193	-4.76149941318062	0.54088385434631	-8.80318274416819	1.32989747902036e-18	2.57748888552804e-17	LOC106594548
gene65588:LOC100286562	22.6116183819275	2.1497022772242	0.739825198952246	2.90568945241206	0.00366444938109203	0.00865818006195213	cg047
gene65605:LOC106593289	208.867774504451	2.10827671983769	0.332962460797143	6.33187511526157	2.42199493924687e-10	1.8411553757078e-09	LOC106593289
gene65803:LOC106595315	17.6484349900033	-7.84430168963275	1.15537538559678	-6.78939657830856	1.12603517801074e-11	1.0160286048084e-10	LOC106595315
gene65810:LOC100306781	137.932312779913	1.51002210508726	0.23810179065656	6.34191830697035	2.26921644324305e-10	1.73039548061541e-09	atg7
gene65834:LOC106592832	13.74730789702	-1.90790768930826	0.563794826117788	-3.38404611203307	0.000714260062842787	0.00196682930029992	LOC106592832
gene65889:LOC106593102	18.241813237845	-2.32347313066274	0.824931613312262	-2.81656454082725	0.00485402890912048	0.0111457680789046	LOC106593102
gene65977:LOC106592790	33.4505342139503	-1.37989072192663	0.545489217862876	-2.5296388576346	0.0114179983721727	0.0239244734529179	LOC106592790
gene65989:LOC100286631	90.2741528562669	1.7801367704961	0.463869255420302	3.83758300360551	0.000124251242178374	0.000399288599193959	ube2t
gene66032:LOC106593238	10.1894154633967	1.64856013260657	0.476979684601797	3.45624810830856	0.000547750889252167	0.00154559614802638	LOC106593238
gene66102:LOC106591987	145.41778252293	2.75993733916134	0.332035743947642	8.31216936570704	9.39681804593138e-17	1.48083153556264e-15	LOC106591987
gene66173:LOC106591927	116.682428208967	1.33481837005483	0.600819032166056	2.22166459215279	0.0263059811341649	0.0498963415914545	LOC106591927
gene66195:LOC106592407	22.7856627380208	-3.79863445167511	0.74815418095088	-5.07734174103949	3.82752079657349e-07	1.88377965001436e-06	abat
gene66278:LOC100136572	4357.02911966089	-6.47406949560561	0.439903443856572	-14.7170238969905	5.01238682975199e-49	1.15809816334971e-46	hba
gene66279:LOC106595268	16262.7289721876	-6.19288365094115	0.405868783187533	-15.2583394128139	1.44888807559366e-52	4.29441644466109e-50	LOC106595268
gene66280:LOC106595269	950.877942305086	-6.24334140790255	0.703003482731884	-8.88095373815335	6.62895202944046e-19	1.31605777672443e-17	hba
gene66361:LOC106592446	86.0290008893386	-4.99325816764457	0.930671351425383	-5.36522174019548	8.08498325740844e-08	4.37627123634266e-07	LOC106592446
gene66372:LOC106592162	17.7975566392268	3.02402022567323	0.572200668339182	5.28489460603127	1.25777148995158e-07	6.6188645677276e-07	LOC106592162
gene66397:LOC106591838	93.7092114265801	2.58682579129512	0.445426495874349	5.80752563050233	6.34028482789522e-09	4.00523095166694e-08	LOC106591838
gene66417:LOC106591512	15.284359229291	-6.67160683176707	0.953969249538101	-6.99352398937111	2.68065999964771e-12	2.60236310082492e-11	LOC106591512
gene66418:LOC106591511	13.8130222424716	-7.0150074629667	1.0709151188389	-6.55047943535662	5.73526546174807e-11	4.73389295201332e-10	LOC106591511
gene66490:LOC106591935	16.377523735879	-1.83372080777861	0.469775615585271	-3.90339716865479	9.4851860240573e-05	0.000312057196438966	fkbpl
gene66491:LOC106593370	66.900487945253	-1.18660065946747	0.284134988116346	-4.17618635189548	2.96437000761808e-05	0.000107294324822422	zgc:100868
gene66680:LOC106594768	91.8313831183848	2.23325626699202	0.25672186128952	8.6991277477279	3.34444860025348e-18	6.21508266480291e-17	LOC106594768
gene66695:LOC106591216	10.2674937122196	-3.71105328826633	1.02735099747242	-3.61225452391305	0.000303546407211161	0.000903251417381309	LOC106591216
gene66779:LOC106593625	67.0675161494825	-4.0549212195733	0.568156679839064	-7.13697711117627	9.54057242068069e-13	9.79185087583188e-12	LOC106593625
gene66825:LOC106592829	72.3010636689339	1.01277907837682	0.261850430287303	3.86777702547825	0.000109832022640415	0.000357215810279061	LOC106592829
gene66848:LOC106591349	11.4156057735283	-3.43248330191388	0.776395180672834	-4.4210517882649	9.82216272848726e-06	3.87381345352153e-05	LOC106591349
gene66876:LOC106593519	12.3269923776045	1.97495702664264	0.806797764428552	2.44789600779507	0.0143693122052724	0.029302851347509	LOC106593519
gene66913:LOC106592588	1066.45671391938	1.06263201458915	0.174519444955695	6.08890324432855	1.13686796259157e-09	7.90313115999161e-09	fam49ba
gene66938:LOC106595937	78.4978597094958	1.46508783723292	0.418355939351402	3.50201275857184	0.00046175750620855	0.00132302913289569	LOC106595937
gene67000:LOC100380294	133.885960596327	1.15588946326522	0.437083965640246	2.64454785380208	0.00818001392864924	0.0177849843441282	LOC100380294
gene67027:LOC106597692	54.1526803147667	-3.59384440667383	0.572138253892516	-6.28142652972997	3.35480334160446e-10	2.49720939758243e-09	LOC106597692
gene67048:LOC106598480	12.6399653643873	-5.2382367583247	1.28040711163609	-4.09107127781518	4.29385125520422e-05	0.000150783242438317	LOC106598480
gene67050:LOC106595851	61.9555440208599	-1.60943195391833	0.44442295336048	-3.62139700874741	0.000293016453795778	0.000874222857522064	LOC106595851
gene67112:LOC106599207	17.1401964629236	-6.84110612260138	1.00832596376827	-6.7846176419331	1.1639435809779e-11	1.04797779983536e-10	LOC106599207
gene67173:LOC106594147	34.3305952096963	-3.30384796463434	0.587210017661243	-5.62634809568303	1.84064727795194e-08	1.09045251518158e-07	LOC106594147
gene67200:LOC106596152	73.083855252934	-9.90247267789213	0.946335872515981	-10.4640149079046	1.26384247208254e-25	4.71218928314078e-24	LOC106596152
gene67235:LOC106594824	27.2638136451676	-1.41629167487945	0.387982587470771	-3.65040009685009	0.00026183213610601	0.000789613604291742	LOC106594824
gene67271:LOC106592706	14.7223797191763	3.34491587509708	0.770639936713057	4.34043930991153	1.42198139860373e-05	5.44715407039547e-05	LOC106592706
gene67272:LOC106592705	21.213690669559	4.56157097798234	0.828251817091209	5.50746872370581	3.64030060054395e-08	2.07170947482082e-07	LOC106592705
gene67419:LOC106591035	45.006667366797	-1.41922009036667	0.447110305594568	-3.17420572196247	0.00150247159360415	0.00386830077837383	slc7a10a
gene67430:LOC106591049	77.6545867773231	-3.38532960591746	0.625198321399996	-5.41480917341037	6.13541036864836e-08	3.37769880764069e-07	LOC106591049
gene67448:LOC106596233	38.3204098471581	-1.62321808009764	0.504934058946879	-3.21471299338199	0.00130575003932813	0.00340483634621926	LOC106596233
gene67450:LOC106592126	42.032747265358	-1.51564601213038	0.277438384234811	-5.4630004291245	4.68153468182437e-08	2.61957040748994e-07	LOC106592126
gene67474:LOC106597592	23.7792874503316	-1.0852289629949	0.39527329144929	-2.74551553689815	0.00604159066590302	0.0135689548342589	LOC106597592
gene67494:LOC106592287	12.737414493552	-6.40258883396737	1.46399743182982	-4.37336070047946	1.22348324465854e-05	4.74813766009994e-05	LOC106592287
gene67533:LOC106590786	11.7667762018927	-2.17405206702966	0.557680369620857	-3.89838370769211	9.68368866084861e-05	0.000318159754087203	LOC106590786
gene67534:LOC106594896	41.1476650868258	1.72841145515568	0.531060528110314	3.25464116360884	0.00113535719826118	0.00299404927371058	LOC106594896
gene67537:LOC106591278	296.833992908572	4.70434756177598	0.581877916422029	8.08476731803648	6.22829923585981e-16	8.96306937115421e-15	LOC106591278
gene67612:LOC106593840	32.7256990460976	3.56906546456575	0.69168571563081	5.15995253900943	2.47012454023871e-07	1.24794876694601e-06	LOC106593840
gene67683:LOC106596031	55.7220560628382	-1.00542365378441	0.435989637398756	-2.30607236397422	0.021106589219185	0.0411078353550077	LOC106596031
gene67751:LOC106593539	266.286733800199	-2.1419198499542	0.305221125895163	-7.01760025185773	2.25711203846186e-12	2.21951871798211e-11	LOC106593539
gene67805:LOC100194845	16.857314820512	-2.25676657141281	0.516464751061491	-4.36964297519718	1.24449836890371e-05	4.82133344118558e-05	svip
gene67948:LOC106599144	817.599195547978	-6.89116202546217	0.444064805265147	-15.5183701652454	2.60585972572995e-54	9.32484657708463e-52	LOC106599144
gene67963:LOC106595856	158.128187665007	-1.05093855249304	0.301478337639066	-3.48595046902255	0.00049039179496525	0.00139690966310701	LOC106595856
gene68006:LOC106595214	46.7633733125181	1.34814703002124	0.384783485882467	3.5036509608238	0.000458926452094855	0.00131609449607304	LOC106595214
gene68045:LOC106593019	312.551069082646	2.02434518233113	0.291340855217982	6.9483738585737	3.69520691730168e-12	3.52842357873033e-11	LOC106593019
gene68127:LOC106592550	994.108274034589	3.72545132708663	0.293576781414838	12.6898704629587	6.72969951915593e-37	6.24903711995546e-35	LOC106592550
gene68156:LOC106593189	430.753451317965	-8.73754324532206	0.681036768068799	-12.8297672827547	1.11699179743992e-37	1.09252967707598e-35	LOC106593189
gene68225:LOC106590787	16.3410781906897	-4.68255525011022	0.832186086741826	-5.62681271017562	1.83569850881576e-08	1.08774033409089e-07	LOC106590787
gene68264:LOC106592011	10.9636963091918	4.77533491666705	0.994746205796807	4.80055605021578	1.58225681556868e-06	7.0861052715555e-06	LOC106592011
gene68367:LOC106594063	104.117071327502	-1.17960965126687	0.267267853025495	-4.4135859884142	1.01672307945687e-05	3.9970130386526e-05	LOC106594063
gene68374:LOC106592791	486.042904353139	1.07610298312259	0.222257971825432	4.84168452669854	1.28743043847968e-06	5.84378888914182e-06	LOC106592791
gene68427:LOC106594419	12.601076569385	-2.61479320073922	0.67809887493301	-3.85606479733142	0.000115226956444342	0.000372984509977531	LOC106594419
gene68502:LOC106592479	35.7527988710399	-2.16815457260667	0.490559398483373	-4.41975952210843	9.88107944161831e-06	3.89390967036538e-05	ddit4
gene68519:LOC106594418	51.2280111893087	-1.00244459359126	0.390226897535401	-2.56887621002681	0.0102028897159233	0.0216740311977368	LOC106594418
gene68539:LOC106594075	505.963386929484	1.03773188402651	0.243665950408624	4.25883010033304	2.05499583156894e-05	7.65905533922615e-05	lrpap1
gene68648:LOC106593411	14.3348639044228	1.6683044674499	0.657163053486855	2.53864616794571	0.0111282306564881	0.0233945825437043	LOC106593411
gene68649:LOC106591535	15.4128420631801	2.79928782726301	0.75456852006717	3.70978612653205	0.000207434406543583	0.000638760393662331	LOC106591535
gene68689:LOC106594735	20.9921136922676	-1.51006592759939	0.404392961735258	-3.73415482089417	0.000188346611891595	0.000584831178067202	LOC106594735
gene68691:LOC106590956	12.3144876543685	2.4147207865899	0.867533025783486	2.78343384611684	0.00537868299425417	0.0122279921825676	LOC106590956
gene68696:LOC106594076	423.055266507915	1.50005964901694	0.200712316426198	7.47368011951827	7.79825733713689e-14	9.06953091730511e-13	LOC106594076
gene68697:LOC106594830	28.1083759575591	1.61743811341382	0.407217315036218	3.97192863292163	7.12930805459111e-05	0.000239655500338947	LOC106594830
gene68794:LOC106592359	80.6806181214752	5.09504894175409	0.602275576257104	8.45966388578752	2.68149260767555e-17	4.50131793976107e-16	LOC106592359
gene68801:LOC106596609	350.0838102449	-7.584767094982	0.525857208757894	-14.4236248332464	3.67522210949919e-47	7.4890307193774e-45	LOC106596609
gene68823:LOC106592842	111.590351786482	1.5945714744818	0.517891236226711	3.07896979701692	0.00207717739006405	0.00519404632677904	LOC106592842
gene68842:LOC106593942	9.25430043683076	-2.77808072396372	1.21259186766268	-2.29102701250882	0.0219618513955936	0.0425813800383839	LOC106593942
gene68880:LOC106594454	13.135260244455	-6.44575378775589	1.41733603713755	-4.54779503156763	5.42108938092228e-06	2.22570345185956e-05	LOC106594454
gene68881:LOC106594455	516.431952315949	2.66368983572527	0.231049378962152	11.5286604434527	9.4604241545696e-31	5.30778634737162e-29	LOC106594455
gene68899:LOC106592390	134.104530808762	-1.14251502674802	0.363418530735415	-3.14379958676301	0.00166769611862681	0.00424858544963244	LOC106592390
gene68900:LOC106592389	13.4825511814926	-2.61936727888757	0.69710751570979	-3.75747961377314	0.000171633344606444	0.000536569063582665	LOC106592389
gene68948:LOC106599155	66.1484062826226	-3.39097172032962	0.341342998639002	-9.93420616169092	2.95520374197984e-23	8.72379712282842e-22	LOC106599155
gene68961:LOC106593810	11.2900963152395	-7.20265487401732	1.15996762800975	-6.20935852009551	5.32013221052778e-10	3.87366351001282e-09	LOC106593810
gene68962:LOC106593811	24.3240545523883	-6.48415831200216	1.07175681939022	-6.0500275759303	1.44821042641815e-09	9.93334234277411e-09	LOC106593811
gene68995:LOC106595368	24.5397551161697	-1.02921658689151	0.440244450041366	-2.33782978251015	0.0193960799772794	0.0382229130136541	mettl26
gene69011:LOC106595053	208.416177927985	1.23046406766257	0.222041621370407	5.54159197752357	2.9973406674087e-08	1.72317725712722e-07	LOC106595053
gene69012:LOC106592903	29.4533337087262	-3.98823955822736	0.878793375023567	-4.53831318211794	5.67060009390823e-06	2.32067529366177e-05	LOC106592903
gene69027:LOC106598765	108.676292104735	-9.50913600899118	1.93305418927314	-4.9192288875082	8.68858210334969e-07	4.04938158606401e-06	LOC106598765
gene69043:LOC106593304	22.7595195321315	5.03463423510168	0.788471398076542	6.38530991407369	1.71050697176812e-10	1.32711279938107e-09	LOC106593304
gene69089:LOC106594717	124.577426172985	3.1915807999578	0.378193704058257	8.43901092405855	3.20034185596796e-17	5.32658145658922e-16	LOC106594717
gene69150:LOC106596917	20.7705480950568	2.9796948835776	0.727781365529849	4.09421706120255	4.23597336752685e-05	0.000148982580035168	LOC106596917
gene69176:LOC106595845	19.550729924601	-4.15856729553819	0.783949025107139	-5.30463992218098	1.12895619704411e-07	5.99040898550909e-07	LOC106595845
gene69333:LOC106591834	16.7871265845106	-1.86453448940578	0.678500272576352	-2.74802319876144	0.00599557667724284	0.0134831118633321	col6a2
gene69438:LOC100286614	7.48163202578817	6.11131888246595	1.54718279906628	3.94996563182717	7.81624156062445e-05	0.000261220929514127	hce2
gene69628:LOC106593223	90.4988464042681	-1.93567003058202	0.305713895934524	-6.33163901387259	2.42570479113643e-10	1.84233757204357e-09	LOC106593223
gene69648:LOC106598879	154.23609806736	2.74157489297745	0.488155502038593	5.61619172892309	1.95212045109516e-08	1.15172781593957e-07	LOC106598879
gene69679:LOC106594008	73.7146914098662	1.34435859559527	0.421861646025907	3.18672865442883	0.00143891699982053	0.00371820643068626	LOC106594008
gene69680:LOC106591226	11.7318640277723	2.01471759231382	0.67842811169594	2.96968471320774	0.00298105533279916	0.00718996437862286	LOC106591226
gene69691:LOC106594130	16.7568202694315	1.85499308667307	0.675506581752895	2.74607699877547	0.00603126064776959	0.013548865502029	LOC106594130
gene69699:LOC106593286	1317.66784670464	3.03513262546453	0.325639880151976	9.32051880146877	1.15772807661877e-20	2.68335031218203e-19	myo1eb
gene69709:LOC106594288	274.785690691981	-1.20983376162667	0.108192514029542	-11.1822317142601	4.9821117664625e-29	2.43650175938848e-27	LOC106594288
gene69710:LOC106592852	26.6954086525626	4.41342295051378	0.674305614061608	6.54513748436707	5.94406770197554e-11	4.8938490061467e-10	LOC106592852
gene69732:LOC106592538	19.8602860595806	-4.95636519747044	0.767810269438614	-6.45519524125967	1.08079472031293e-10	8.5875330295538e-10	LOC106592538
gene69789:LOC106591776	72.1889060590704	-2.2855208791067	0.530150830691344	-4.31107667251273	1.62461556498992e-05	6.16064803870501e-05	LOC106591776
gene69838:LOC106593278	31.0613531718714	-8.66918871953225	0.98396279286312	-8.81048428092161	1.24606362065039e-18	2.42301158520506e-17	LOC106593278
gene69877:LOC106598234	31.8984177176002	-1.3480496018122	0.421708341960004	-3.1966396385397	0.00139038509909077	0.00360438819353481	LOC106598234
gene69913:LOC106590827	369.788420632389	-2.57490867753171	0.376706105409602	-6.83532504664862	8.18192967346894e-12	7.49554675019041e-11	rhoh
gene69937:LOC106594382	65.1861462111034	-6.88078673629483	0.939091265148136	-7.32706925477518	2.35240277249585e-13	2.57465701429861e-12	LOC106594382
gene69938:LOC106591377	22.7087828176258	-1.45188721972503	0.493672101735151	-2.94099507471045	0.00327159735759168	0.00782830312841985	LOC106591377
gene69983:LOC106594064	14.0757300821295	-3.81121116678407	1.08127732689066	-3.52473049420507	0.000423913838108698	0.00122538703099434	slc2a2
gene70035:LOC106596109	164.599199298571	-5.23444021792251	0.426321395343143	-12.2781551080948	1.18673626642887e-34	9.26127719835698e-33	LOC106596109
gene70088:LOC100286475	471.790465775635	1.79386261520843	0.262430157901699	6.83558105345642	8.16733043384894e-12	7.48450896066301e-11	skap2
gene70108:LOC106596203	25.9824590317718	3.33547774875736	0.660063130082074	5.05327081114593	4.34307401642233e-07	2.11974086599934e-06	LOC106596203
gene70210:LOC106598392	27.2760690115777	-1.88728564706049	0.540722131394035	-3.49030590295035	0.000482467939597595	0.00137580726449099	TWF1
gene70214:LOC106595925	16.9360538519885	-2.41708810512785	0.580828145767237	-4.16145140820446	3.16231291617981e-05	0.000113896830611838	LOC106595925
gene70219:LOC106594227	70.758204397037	-5.54067292435844	0.580246030990456	-9.54883381951055	1.31164387272971e-21	3.33514438106654e-20	LOC106594227
gene70325:LOC106593181	15.2660353281571	-2.83531034478886	0.547059118741148	-5.18282256461288	2.18552935393595e-07	1.11278826709253e-06	LOC106593181
gene70354:LOC106592241	151.670004551573	-3.10386443745922	0.579932123361351	-5.35211676061135	8.69312739355183e-08	4.68470958877854e-07	LOC106592241
gene70461:LOC106594213	67.7996004430946	-1.50266064706947	0.362058079231012	-4.15033038417766	3.31995714272929e-05	0.000119252665490397	LOC106594213
gene70465:LOC106596958	40.187768247679	-1.49453897032207	0.306529777263531	-4.87567303791561	1.08438092294235e-06	4.98339693373489e-06	LOC106596958
gene70551:LOC106600058	27.218482576708	3.93011006921401	0.998704167418053	3.93520944182552	8.31241744724869e-05	0.000276512033958302	LOC106600058
gene70558:LOC106595104	18.4121058441375	1.92945600133364	0.497189068141988	3.88072893184093	0.000104143862972942	0.00034003486939079	LOC106595104
gene70661:LOC106593611	27.699533980867	4.68926174322271	0.678386924205186	6.91237047164014	4.76621139477637e-12	4.48540541875956e-11	LOC106593611
gene70747:LOC106591872	31.468821566172	-7.25095669256493	1.2579918274498	-5.76391398922205	8.21853102238316e-09	5.11141067803707e-08	LOC106591872
gene70828:LOC106595673	97.4869212161706	-4.6798472315245	1.27814475236225	-3.66143758199162	0.000250803969128675	0.000759007927613728	LOC106595673
gene70847:LOC106593157	7.68120399248266	2.55316583349517	0.786298389234054	3.24706990177387	0.00116599748412918	0.0030668576709217	LOC106593157
gene70926:LOC106593020	11.1875836395851	-2.38783934766029	0.932694634788464	-2.56015126344311	0.0104626612702881	0.0221568901309227	LOC106593020
gene70976:LOC106595406	198.020524699889	-1.77701635816006	0.288528522259118	-6.15889321529253	7.32550992204312e-10	5.23380661413468e-09	LOC106595406
gene71004:LOC106596957	90.3652909854041	4.4078895790167	0.830968929002477	5.30451792500602	1.12971142786471e-07	5.99333256695611e-07	LOC106596957
gene71006:LOC106593461	115.760596875077	1.10324301138043	0.344200357409258	3.20523493840729	0.00134952278785745	0.00350837664251805	LOC106593461
gene71014:LOC106591474	280.429916530706	1.16537992436062	0.208780002352561	5.58185607447537	2.37965267068414e-08	1.38957509086338e-07	RT33
gene71025:LOC106598238	25.0549073561656	-4.72770550135624	0.823425532210051	-5.74150948254812	9.38363031325072e-09	5.79305416119747e-08	LOC106598238
gene71124:LOC106592919	16.365314687386	3.43148834380288	1.33392869314002	2.57246759999238	0.0100976406893952	0.0214706573006467	LOC106592919
gene71134:LOC100196539	1562.60133616562	2.05578858284971	0.348435894228592	5.90004823527455	3.63395318063478e-09	2.37379982589863e-08	aif1
gene71149:LOC106594285	440.988517789142	-2.0137985095304	0.605080661492276	-3.3281488530205	0.000874251405673892	0.00236293841655597	LOC106594285
gene71150:LOC106594284	669.382045029731	-1.88887130713985	0.561842758336825	-3.36192160370868	0.000774020955170187	0.00211708583963076	LOC106594284
gene71188:LOC106594617	12.9035561615732	2.07217902029763	0.846159416948645	2.44892271927926	0.014328418714491	0.0292316478022185	LOC106594617
gene71258:LOC106594706	21.3454813382259	-7.15866194315057	1.08275630319427	-6.61151721955496	3.8040085990368e-11	3.2176714996119e-10	LOC106594706
gene71260:LOC106592569	246.521494502147	1.01689237188645	0.337387434491835	3.01401969346625	0.00257811070348972	0.00630465058525701	grna
gene71293:LOC106594275	26.5218042149829	-1.4914610155698	0.463293881230287	-3.21925472360912	0.00128524260572221	0.00335523788075684	LOC106594275
gene71321:LOC100195780	18.4519271863684	-4.93481542288232	1.17182198525123	-4.21123300722537	2.53980609395752e-05	9.30406120037397e-05	isp2
gene71353:LOC106595653	244.824297776606	-7.54460989256536	0.549554637947891	-13.728589245899	6.84534374208651e-43	1.05163833206306e-40	LOC106595653
gene71443:LOC106599080	24.395671802484	-1.60905064834589	0.360297101792279	-4.46589950444161	7.97330333294553e-06	3.18834341371792e-05	LOC106599080
gene71513:LOC106593754	107.534333207032	-9.49467310770662	0.956701393730196	-9.92438515291247	3.26106318962223e-23	9.56893771730851e-22	LOC106593754
gene71597:LOC106593760	81.0932615050317	2.60963897779941	0.38954289594104	6.69923390977304	2.09514996786837e-11	1.83461609988546e-10	dhb14
gene71598:LOC106595652	35.7462962925005	-1.23031016149957	0.348772539214039	-3.52754309233198	0.000419435482134308	0.00121339720747401	LOC106595652
gene71603:LOC100195389	368.394848716572	3.40171769968684	0.326885271030456	10.4064575591413	2.31683014645973e-25	8.33121899357449e-24	LOC100195389
gene71634:LOC106591739	207.79766164662	-1.62212258736377	0.257962226420724	-6.28821750327958	3.21131784292614e-10	2.39587336549661e-09	LOC106591739
gene71646:LOC106591985	33.623674946357	1.3571955327501	0.461142784865313	2.94311345052596	0.00324929319362491	0.0077800089906598	LOC106591985
gene71661:LOC106591203	28.9760811385198	-2.06736840420183	0.60091937893389	-3.44034237649252	0.000580978734002152	0.00163197960863729	LOC106591203
gene71687:LOC106593980	70.4798129575252	-4.88797230385576	0.503942052650885	-9.69947294166774	3.03060074315204e-22	8.18848228419064e-21	LOC106593980
gene71735:LOC106595547	85.0788125817817	-1.47148000727874	0.383775173718691	-3.83422406671188	0.000125961282467395	0.000404296861894636	LOC106595547
gene71795:LOC106595378	193.540332708404	2.7757383138872	0.354088544380673	7.83910792353413	4.53758435443001e-15	5.95999721181915e-14	runx1
gene71885:LOC106598858	188.567697040359	-1.69338456827453	0.332478076636166	-5.0932217408356	3.52029568432747e-07	1.73928331815492e-06	LOC106598858
gene72266:LOC100195535	151.439491264244	1.07044443185842	0.295009546783921	3.62850776704681	0.000285064175334513	0.000853032773321968	glo2
gene72310:LOC106594845	399.430675366401	1.30893756128473	0.226722221397741	5.77330952923426	7.77294625813958e-09	4.84970363709525e-08	LOC106594845
gene72311:LOC106594847	1136.36383915391	1.29972413178792	0.293894611876805	4.42241565263108	9.76034574056895e-06	3.8515038335868e-05	LOC106594847
gene72348:LOC106594793	14.9938253345661	-4.36048071020487	1.08091100815547	-4.03407928803115	5.48168076398788e-05	0.000188922901876552	LOC106594793
gene72369:LOC106594788	114.002049493457	-1.4995692744063	0.42034631446384	-3.56746145453666	0.000360456381968956	0.00105578674546966	LOC106594788
gene72535:LOC106599689	142.685422748606	-8.22617036952255	1.72673372011118	-4.76400632808218	1.89786548499124e-06	8.3742957783606e-06	LOC106599689
gene72723:LOC106592923	517.317398644483	-1.74253024334453	0.339223238227836	-5.13682450662232	2.79419660119404e-07	1.39819425083282e-06	LOC106592923
gene72884:LOC106600191	58.7333512457875	4.28711280553681	0.599299815139403	7.15353600524569	8.45705881976792e-13	8.72864850328703e-12	LOC106600191
gene72906:LOC106593528	711.196912558029	1.55778383338339	0.216970427309386	7.17970579079009	6.9861592566169e-13	7.29259591130949e-12	LOC106593528
gene73071:LOC106591841	11.5252271533257	1.9111017051957	0.592558891011151	3.22516754737165	0.00125898964414375	0.00329352394623278	LOC106591841
gene73173:LOC106599190	51.9412815729517	1.18061225944517	0.300780723388824	3.92515931919937	8.66723549372278e-05	0.000287467719105129	LOC106599190
gene73255:LOC106591338	398.919882283978	-2.05291471139515	0.471611183120797	-4.35298140686653	1.34298544239294e-05	5.17155142206508e-05	LOC106591338
gene73503:LOC106594646	161.580650460781	-3.19725449658569	0.288877485226615	-11.0678563062038	1.79646597618154e-28	8.36725414906267e-27	LOC106594646
gene73730:LOC106596432	351.76400099105	1.13943528316861	0.275080109565247	4.14219437737407	3.43998602501394e-05	0.000123217175209942	LOC106596432
gene73909:LOC106593443	1836.72314122431	3.80085607062426	0.336523107430789	11.2944876197126	1.39716495127936e-29	7.12991498528528e-28	LOC106593443
gene73910:LOC106590752	13.5699268398311	-3.16467986695529	0.674979282708272	-4.68855852028139	2.75136238370599e-06	1.18394524747155e-05	LOC106590752
gene73953:LOC106598229	40.9077476315551	-2.09516357057158	0.835083395413156	-2.50892735034565	0.012109838751365	0.0251924139299045	LOC106598229
gene73993:LOC106593397	43.1174102273012	1.90113901768959	0.431094316923262	4.41003034152271	1.03356136524945e-05	4.05940183918012e-05	LOC106593397
gene74019:LOC106592779	14.5435009303078	-2.35168237878942	0.5722155218729	-4.10978431883883	3.96028836446899e-05	0.000140193921436378	LOC106592779
gene74025:LOC106594663	22.7513698989186	-7.73250919612291	1.35408341851155	-5.71051169404522	1.12636997017677e-08	6.8727540101678e-08	LOC106594663
gene74026:LOC106594662	14.1000105650721	-3.27793134087767	0.80225579079089	-4.08589302627056	4.39076060240996e-05	0.000153891648777491	LOC106594662
gene74034:LOC106599393	17.1424468778715	-1.95691470834963	0.712037033084435	-2.74833276560431	0.00598991827478034	0.0134724951660953	LOC106599393
gene74049:LOC106590849	30.4464411593752	1.01719948623926	0.362838089228775	2.80345288004729	0.00505586194838524	0.0115639226555756	LOC106590849
gene74124:LOC106597758	31.063989084066	-1.36471989353135	0.498646016271814	-2.73685109074938	0.00620303644050943	0.0138826709079298	LOC106597758
gene74155:LOC106593663	46.4272466338089	-9.2447150338308	0.889457711433282	-10.3936532507361	2.65004030598626e-25	9.48294301201887e-24	LOC106593663
gene74226:LOC106593507	65.4016070231574	-2.19570803486024	0.368173387847021	-5.96378800678712	2.46456451961869e-09	1.64657824907038e-08	LOC106593507
gene74293:LOC106590999	107.011173828748	-3.51218989269023	0.239926614916581	-14.6386006150729	1.59313510053418e-48	3.54146691325564e-46	LOC106590999
gene74312:LOC106595474	30.4211903184088	1.11817991002408	0.455870149976275	2.45284739543107	0.0141730451677967	0.0289529145334627	prelid1a
gene74343:LOC106593802	31.4509742907617	-2.99379352270274	0.568208774431283	-5.26882663101993	1.37298560107403e-07	7.18521785131359e-07	LOC106593802
gene74361:LOC106593950	247.941300260837	2.04774371984386	0.409488886273863	5.00073088302168	5.71133873969378e-07	2.74015390187761e-06	rbm47
